GBRMPA_group;SHORT_NAME;GBRMPA_water_area;Measure;GL.Season;Location;GL;DirectionOfFailure
10;BUR7;Open Coastal waters;PO4.wm;Dry;;;H
10;BUR7;Open Coastal waters;PO4.wm;Wet;;;H
10;BUR7;Open Coastal waters;PO4.wm;Annual;Median;2;H
10;BUR7;Open Coastal waters;PP.wm;Dry;Median;2.3;H
10;BUR7;Open Coastal waters;PP.wm;Wet;Median;3.3;H
10;BUR7;Open Coastal waters;PP.wm;Annual;Median;2.1;H
10;BUR7;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Mean;0.32;H
10;BUR7;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Mean;0.63;H
10;BUR7;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Mean;0.45;H
10;BUR7;Open Coastal waters;NTU;Dry;;;H
10;BUR7;Open Coastal waters;NTU;Wet;;;H
10;BUR7;Open Coastal waters;NTU;Annual;Mean;2;H
10;BUR7;Open Coastal waters;SECCHI_DEPTH.wm;Dry;;;L
10;BUR7;Open Coastal waters;SECCHI_DEPTH.wm;Wet;;;L
10;BUR7;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
10;BUR7;Open Coastal waters;TSS_MGPERL.wm;Dry;Median;1.6;H
10;BUR7;Open Coastal waters;TSS_MGPERL.wm;Wet;Median;2.4;H
10;BUR7;Open Coastal waters;TSS_MGPERL.wm;Annual;Median;1.2;H
12;BUR10;Midshelf waters;NOx.wm;Dry;;;H
12;BUR10;Midshelf waters;NOx.wm;Wet;;;H
12;BUR10;Midshelf waters;NOx.wm;Annual;Median;0.42;H
12;BUR10;Midshelf waters;PN.wm;Dry;Mean;16;H
12;BUR10;Midshelf waters;PN.wm;Wet;Mean;25;H
12;BUR10;Midshelf waters;PN.wm;Annual;Median;13;H
12;BUR10;Midshelf waters;PO4.wm;Dry;;;H
12;BUR10;Midshelf waters;PO4.wm;Wet;;;H
12;BUR10;Midshelf waters;PO4.wm;Annual;Median;2;H
12;BUR10;Midshelf waters;PP.wm;Dry;Mean;2.3;H
12;BUR10;Midshelf waters;PP.wm;Wet;Mean;3.3;H
12;BUR10;Midshelf waters;PP.wm;Annual;Median;2.1;H
12;BUR10;Midshelf waters;DRIFTCHL_UGPERL.wm;Dry;Mean;0.32;H
12;BUR10;Midshelf waters;DRIFTCHL_UGPERL.wm;Wet;Mean;0.63;H
12;BUR10;Midshelf waters;DRIFTCHL_UGPERL.wm;Annual;Mean;0.45;H
12;BUR10;Midshelf waters;NTU;Dry;;;H
12;BUR10;Midshelf waters;NTU;Wet;;;H
12;BUR10;Midshelf waters;NTU;Annual;Mean;2;H
12;BUR10;Midshelf waters;SECCHI_DEPTH.wm;Dry;;;L
12;BUR10;Midshelf waters;SECCHI_DEPTH.wm;Wet;;;L
12;BUR10;Midshelf waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
12;BUR10;Midshelf waters;TSS_MGPERL.wm;Dry;Mean;1.6;H
12;BUR10;Midshelf waters;TSS_MGPERL.wm;Wet;Mean;2.4;H
12;BUR10;Midshelf waters;TSS_MGPERL.wm;Annual;Median;1.2;H
14;BUR13;Enclosed Coastal waters;NOx.wm;Dry;;;H
14;BUR13;Enclosed Coastal waters;NOx.wm;Wet;;;H
14;BUR13;Enclosed Coastal waters;NOx.wm;Annual;Median;4;H
14;BUR13;Enclosed Coastal waters;PN.wm;Dry;;;H
14;BUR13;Enclosed Coastal waters;PN.wm;Wet;;;H
14;BUR13;Enclosed Coastal waters;PN.wm;Annual;;;H
14;BUR13;Enclosed Coastal waters;PO4.wm;Dry;;;H
14;BUR13;Enclosed Coastal waters;PO4.wm;Wet;;;H
14;BUR13;Enclosed Coastal waters;PO4.wm;Annual;Median;1;H
14;BUR13;Enclosed Coastal waters;PP.wm;Dry;;;H
14;BUR13;Enclosed Coastal waters;PP.wm;Wet;;;H
14;BUR13;Enclosed Coastal waters;PP.wm;Annual;;;H
14;BUR13;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Dry;;;H
14;BUR13;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Wet;;;H
14;BUR13;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;1;H
14;BUR13;Enclosed Coastal waters;NTU;Dry;;;H
14;BUR13;Enclosed Coastal waters;NTU;Wet;;;H
14;BUR13;Enclosed Coastal waters;NTU;Annual;Median;4;H
14;BUR13;Enclosed Coastal waters;SECCHI_DEPTH.wm;Dry;;;L
14;BUR13;Enclosed Coastal waters;SECCHI_DEPTH.wm;Wet;;;L
14;BUR13;Enclosed Coastal waters;SECCHI_DEPTH.wm;Annual;Median;1.5;L
14;BUR13;Enclosed Coastal waters;TSS_MGPERL.wm;Dry;;;H
14;BUR13;Enclosed Coastal waters;TSS_MGPERL.wm;Wet;;;H
14;BUR13;Enclosed Coastal waters;TSS_MGPERL.wm;Annual;Median;2;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;NOx.wm;Dry;;;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;NOx.wm;Wet;;;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;NOx.wm;Annual;Median;0.49;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;PN.wm;Dry;Mean;16;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;PN.wm;Wet;Mean;24;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;PN.wm;Annual;Median;14;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;PO4.wm;Dry;;;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;PO4.wm;Wet;;;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;PO4.wm;Annual;Median;1;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;PP.wm;Dry;Mean;2.3;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;PP.wm;Wet;Mean;3.3;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;PP.wm;Annual;Median;2.3;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Mean;0.32;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Mean;0.63;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;0.36;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;NTU;Dry;;;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;NTU;Wet;;;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;NTU;Annual;Median;1.1;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;SECCHI_DEPTH.wm;Dry;;;L
15;"WHI1,WHI4,WHI5";Open Coastal waters;SECCHI_DEPTH.wm;Wet;;;L
15;"WHI1,WHI4,WHI5";Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
15;"WHI1,WHI4,WHI5";Open Coastal waters;TSS_MGPERL.wm;Dry;Mean;1.6;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;TSS_MGPERL.wm;Wet;Mean;2.4;H
15;"WHI1,WHI4,WHI5";Open Coastal waters;TSS_MGPERL.wm;Annual;Median;1.4;H
16;WHI6;Enclosed Coastal waters;NOx.wm;Dry;;;H
16;WHI6;Enclosed Coastal waters;NOx.wm;Wet;;;H
16;WHI6;Enclosed Coastal waters;NOx.wm;Annual;Median;4;H
16;WHI6;Enclosed Coastal waters;PN.wm;Dry;;;H
16;WHI6;Enclosed Coastal waters;PN.wm;Wet;;;H
16;WHI6;Enclosed Coastal waters;PN.wm;Annual;;;H
16;WHI6;Enclosed Coastal waters;PO4.wm;Dry;;;H
16;WHI6;Enclosed Coastal waters;PO4.wm;Wet;;;H
16;WHI6;Enclosed Coastal waters;PO4.wm;Annual;Median;3;H
16;WHI6;Enclosed Coastal waters;PP.wm;Dry;;;H
16;WHI6;Enclosed Coastal waters;PP.wm;Wet;;;H
16;WHI6;Enclosed Coastal waters;PP.wm;Annual;;;H
16;WHI6;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Dry;;;H
16;WHI6;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Wet;;;H
16;WHI6;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;1.3;H
16;WHI6;Enclosed Coastal waters;NTU;Dry;;;H
16;WHI6;Enclosed Coastal waters;NTU;Wet;;;H
16;WHI6;Enclosed Coastal waters;NTU;Annual;;;H
16;WHI6;Enclosed Coastal waters;SECCHI_DEPTH.wm;Dry;;;L
16;WHI6;Enclosed Coastal waters;SECCHI_DEPTH.wm;Wet;;;L
16;WHI6;Enclosed Coastal waters;SECCHI_DEPTH.wm;Annual;;;L
16;WHI6;Enclosed Coastal waters;TSS_MGPERL.wm;Dry;;;H
16;WHI6;Enclosed Coastal waters;TSS_MGPERL.wm;Wet;;;H
16;WHI6;Enclosed Coastal waters;TSS_MGPERL.wm;Annual;;;H
17;WHI7;Open Coastal waters;NOx.wm;Dry;;;H
17;WHI7;Open Coastal waters;NOx.wm;Wet;;;H
17;WHI7;Open Coastal waters;NOx.wm;Annual;Median;0.21;H
17;WHI7;Open Coastal waters;PN.wm;Dry;Mean ;16;H
17;WHI7;Open Coastal waters;PN.wm;Wet;Mean;24;H
17;WHI7;Open Coastal waters;PN.wm;Annual;Median;18;H
17;WHI7;Open Coastal waters;PO4.wm;Dry;;;H
17;WHI7;Open Coastal waters;PO4.wm;Wet;;;H
17;WHI7;Open Coastal waters;PO4.wm;Annual;Median;2;H
17;WHI7;Open Coastal waters;PP.wm;Dry;Mean;2.3;H
17;WHI7;Open Coastal waters;PP.wm;Wet;Mean;3.3;H
17;WHI7;Open Coastal waters;PP.wm;Annual;Median;2.1;H
17;WHI7;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Mean;0.32;H
17;WHI7;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Mean;0.63;H
17;WHI7;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Mean;0.45;H
17;WHI7;Open Coastal waters;NTU;Dry;;;H
17;WHI7;Open Coastal waters;NTU;Wet;;;H
17;WHI7;Open Coastal waters;NTU;Annual;Mean;2;H
17;WHI7;Open Coastal waters;SECCHI_DEPTH.wm;Dry;;;L
17;WHI7;Open Coastal waters;SECCHI_DEPTH.wm;Wet;;;L
17;WHI7;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
17;WHI7;Open Coastal waters;TSS_MGPERL.wm;Dry;Mean;1.6;H
17;WHI7;Open Coastal waters;TSS_MGPERL.wm;Wet;Mean;2.4;H
17;WHI7;Open Coastal waters;TSS_MGPERL.wm;Annual;Median;1.6;H
;FTZ1;Midshelf waters;NOx.wm;Dry;;;H
;FTZ1;Midshelf waters;NOx.wm;Wet;;;H
;FTZ1;Midshelf waters;NOx.wm;Annual;Median;1;H
;FTZ1;Midshelf waters;PN.wm;Dry;;;H
;FTZ1;Midshelf waters;PN.wm;Wet;;;H
;FTZ1;Midshelf waters;PN.wm;Annual;Median;12;H
;FTZ1;Midshelf waters;PO4.wm;Dry;;;H
;FTZ1;Midshelf waters;PO4.wm;Wet;;;H
;FTZ1;Midshelf waters;PO4.wm;Annual;Median;2;H
;FTZ1;Midshelf waters;PP.wm;Dry;;;H
;FTZ1;Midshelf waters;PP.wm;Wet;;;H
;FTZ1;Midshelf waters;PP.wm;Annual;Median;1.9;H
;FTZ1;Midshelf waters;DRIFTCHL_UGPERL.wm;Dry;;;H
;FTZ1;Midshelf waters;DRIFTCHL_UGPERL.wm;Wet;;;H
;FTZ1;Midshelf waters;DRIFTCHL_UGPERL.wm;Annual;Median;0.27;H
;FTZ1;Midshelf waters;NTU;Dry;;;H
;FTZ1;Midshelf waters;NTU;Wet;;;H
;FTZ1;Midshelf waters;NTU;Annual;Median;0.3;H
;FTZ1;Midshelf waters;SECCHI_DEPTH.wm;Dry;;;L
;FTZ1;Midshelf waters;SECCHI_DEPTH.wm;Wet;;;L
;FTZ1;Midshelf waters;SECCHI_DEPTH.wm;Annual;Median;12;L
;FTZ1;Midshelf waters;TSS_MGPERL.wm;Dry;;;H
;FTZ1;Midshelf waters;TSS_MGPERL.wm;Wet;;;H
;FTZ1;Midshelf waters;TSS_MGPERL.wm;Annual;Median;0.4;H
;"FTZ2,FTZ3";Open Coastal waters;NOx.wm;Dry;;;H
;"FTZ2,FTZ3";Open Coastal waters;NOx.wm;Wet;;;H
;"FTZ2,FTZ3";Open Coastal waters;NOx.wm;Annual;Median ;0.5;H
;"FTZ2,FTZ3";Open Coastal waters;PN.wm;Dry;;;H
;"FTZ2,FTZ3";Open Coastal waters;PN.wm;Wet;;;H
;"FTZ2,FTZ3";Open Coastal waters;PN.wm;Annual;Mean;20;H
;"FTZ2,FTZ3";Open Coastal waters;PO4.wm;Dry;;;H
;"FTZ2,FTZ3";Open Coastal waters;PO4.wm;Wet;;;H
;"FTZ2,FTZ3";Open Coastal waters;PO4.wm;Annual;Median;2;H
;"FTZ2,FTZ3";Open Coastal waters;PP.wm;Dry;;;H
;"FTZ2,FTZ3";Open Coastal waters;PP.wm;Wet;;;H
;"FTZ2,FTZ3";Open Coastal waters;PP.wm;Annual;Mean;2.8;H
;"FTZ2,FTZ3";Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;;;H
;"FTZ2,FTZ3";Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;;;H
;"FTZ2,FTZ3";Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Mean;0.45;H
;"FTZ2,FTZ3";Open Coastal waters;NTU;Dry;;;H
;"FTZ2,FTZ3";Open Coastal waters;NTU;Wet;;;H
;"FTZ2,FTZ3";Open Coastal waters;NTU;Annual;Mean;1.5;H
;"FTZ2,FTZ3";Open Coastal waters;SECCHI_DEPTH.wm;Dry;;;L
;"FTZ2,FTZ3";Open Coastal waters;SECCHI_DEPTH.wm;Wet;;;L
;"FTZ2,FTZ3";Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
;"FTZ2,FTZ3";Open Coastal waters;TSS_MGPERL.wm;Dry;;;H
;"FTZ2,FTZ3";Open Coastal waters;TSS_MGPERL.wm;Wet;;;H
;"FTZ2,FTZ3";Open Coastal waters;TSS_MGPERL.wm;Annual;Mean;2;H
;FTZ4;Open Coastal waters;NOx.wm;Dry;;;H
;FTZ4;Open Coastal waters;NOx.wm;Wet;;;H
;FTZ4;Open Coastal waters;NOx.wm;Annual;Median;0.5;H
;FTZ4;Open Coastal waters;PN.wm;Dry;;;H
;FTZ4;Open Coastal waters;PN.wm;Wet;;;H
;FTZ4;Open Coastal waters;PN.wm;Annual;Median;15;H
;FTZ4;Open Coastal waters;PO4.wm;Dry;;;H
;FTZ4;Open Coastal waters;PO4.wm;Wet;;;H
;FTZ4;Open Coastal waters;PO4.wm;Annual;Median;2;H
;FTZ4;Open Coastal waters;PP.wm;Dry;;;H
;FTZ4;Open Coastal waters;PP.wm;Wet;;;H
;FTZ4;Open Coastal waters;PP.wm;Annual;Median;2.5;H
;FTZ4;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;;;H
;FTZ4;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;;;H
;FTZ4;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Mean;0.45;H
;FTZ4;Open Coastal waters;NTU;Dry;;;H
;FTZ4;Open Coastal waters;NTU;Wet;;;H
;FTZ4;Open Coastal waters;NTU;Annual;Median;0.5;H
;FTZ4;Open Coastal waters;SECCHI_DEPTH.wm;Dry;;;L
;FTZ4;Open Coastal waters;SECCHI_DEPTH.wm;Wet;;;L
;FTZ4;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Median;10;L
;FTZ4;Open Coastal waters;TSS_MGPERL.wm;Dry;;;H
;FTZ4;Open Coastal waters;TSS_MGPERL.wm;Wet;;;H
;FTZ4;Open Coastal waters;TSS_MGPERL.wm;Annual;Median;1;H
;FTZ5;Open Coastal waters;NOx.wm;Dry;;;H
;FTZ5;Open Coastal waters;NOx.wm;Wet;;;H
;FTZ5;Open Coastal waters;NOx.wm;Annual;Median ;0.5;H
;FTZ5;Open Coastal waters;PN.wm;Dry;;;H
;FTZ5;Open Coastal waters;PN.wm;Wet;;;H
;FTZ5;Open Coastal waters;PN.wm;Annual;Mean;20;H
;FTZ5;Open Coastal waters;PO4.wm;Dry;;;H
;FTZ5;Open Coastal waters;PO4.wm;Wet;;;H
;FTZ5;Open Coastal waters;PO4.wm;Annual;Median;2;H
;FTZ5;Open Coastal waters;PP.wm;Dry;;;H
;FTZ5;Open Coastal waters;PP.wm;Wet;;;H
;FTZ5;Open Coastal waters;PP.wm;Annual;Mean;2.8;H
;FTZ5;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;;;H
;FTZ5;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;;;H
;FTZ5;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Mean;0.45;H
;FTZ5;Open Coastal waters;NTU;Dry;;;H
;FTZ5;Open Coastal waters;NTU;Wet;;;H
;FTZ5;Open Coastal waters;NTU;Annual;Mean;1.5;H
;FTZ5;Open Coastal waters;SECCHI_DEPTH.wm;Dry;;;L
;FTZ5;Open Coastal waters;SECCHI_DEPTH.wm;Wet;;;L
;FTZ5;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
;FTZ5;Open Coastal waters;TSS_MGPERL.wm;Dry;;;H
;FTZ5;Open Coastal waters;TSS_MGPERL.wm;Wet;;;H
;FTZ5;Open Coastal waters;TSS_MGPERL.wm;Annual;Mean;2;H
;FTZ6;Enclosed Coastal waters;NOx.wm;Dry;;;H
;FTZ6;Enclosed Coastal waters;NOx.wm;Wet;;;H
;FTZ6;Enclosed Coastal waters;NOx.wm;Annual;Median;3;H
;FTZ6;Enclosed Coastal waters;PN.wm;Dry;;;H
;FTZ6;Enclosed Coastal waters;PN.wm;Wet;;;H
;FTZ6;Enclosed Coastal waters;PN.wm;Annual;;;H
;FTZ6;Enclosed Coastal waters;PO4.wm;Dry;;;H
;FTZ6;Enclosed Coastal waters;PO4.wm;Wet;;;H
;FTZ6;Enclosed Coastal waters;PO4.wm;Annual;Median;6;H
;FTZ6;Enclosed Coastal waters;PP.wm;Dry;;;H
;FTZ6;Enclosed Coastal waters;PP.wm;Wet;;;H
;FTZ6;Enclosed Coastal waters;PP.wm;Annual;;;H
;FTZ6;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Dry;;;H
;FTZ6;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Wet;;;H
;FTZ6;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;2;H
;FTZ6;Enclosed Coastal waters;NTU;Dry;;;H
;FTZ6;Enclosed Coastal waters;NTU;Wet;;;H
;FTZ6;Enclosed Coastal waters;NTU;Annual;;;H
;FTZ6;Enclosed Coastal waters;SECCHI_DEPTH.wm;Dry;;;L
;FTZ6;Enclosed Coastal waters;SECCHI_DEPTH.wm;Wet;;;L
;FTZ6;Enclosed Coastal waters;SECCHI_DEPTH.wm;Annual;;;L
;FTZ6;Enclosed Coastal waters;TSS_MGPERL.wm;Dry;;;H
;FTZ6;Enclosed Coastal waters;TSS_MGPERL.wm;Wet;;;H
;FTZ6;Enclosed Coastal waters;TSS_MGPERL.wm;Annual;;;H
