GBRMPA_group;SHORT_NAME;GBRMPA_water_area;Measure;GL.Season;Location;GL;DirectionOfFailure
4;RM12,TUL11;Midestuarine waters;DRIFTCHL_UGPERL.wm;Wet;Median;;H
4;RM12,TUL11;Midestuarine waters;DRIFTCHL_UGPERL.wm;Annual;Median;2;H
4;RM12,TUL11;Midestuarine waters;NTU;Dry;Median;;H
4;RM12,TUL11;Midestuarine waters;NTU;Wet;Median;;H
4;RM12,TUL11;Midestuarine waters;NTU;Annual;Median;5;H
4;RM12,TUL11;Midestuarine waters;SECCHI_DEPTH.wm;Dry;Median;;L
4;RM12,TUL11;Midestuarine waters;SECCHI_DEPTH.wm;Wet;Median;;L
4;RM12,TUL11;Midestuarine waters;SECCHI_DEPTH.wm;Annual;Median;1.5;L
4;RM12,TUL11;Midestuarine waters;TSS_MGPERL.wm;Dry;Median;;H
4;RM12,TUL11;Midestuarine waters;TSS_MGPERL.wm;Wet;Median;;H
4;RM12,TUL11;Midestuarine waters;TSS_MGPERL.wm;Annual;Median;7;H
5;TUL7,TUL10;Lower estuarine waters;NOx.wm;Dry;Median;;H
5;TUL7,TUL10;Lower estuarine waters;NOx.wm;Wet;Median;;H
5;TUL7,TUL10;Lower estuarine waters;NOx.wm;Annual;Median;3;H
5;TUL7,TUL10;Lower estuarine waters;PN.wm;Dry;Median;;H
5;TUL7,TUL10;Lower estuarine waters;PN.wm;Wet;Median;;H
5;TUL7,TUL10;Lower estuarine waters;PN.wm;Annual;Median;;H
5;TUL7,TUL10;Lower estuarine waters;PO4.wm;Dry;Median;;H
5;TUL7,TUL10;Lower estuarine waters;PO4.wm;Wet;Median;;H
5;TUL7,TUL10;Lower estuarine waters;PO4.wm;Annual;Median;3;H
5;TUL7,TUL10;Lower estuarine waters;PP.wm;Dry;Median;;H
5;TUL7,TUL10;Lower estuarine waters;PP.wm;Wet;Median;;H
5;TUL7,TUL10;Lower estuarine waters;PP.wm;Annual;Median;;H
5;TUL7,TUL10;Lower estuarine waters;DRIFTCHL_UGPERL.wm;Dry;Median;;H
5;TUL7,TUL10;Lower estuarine waters;DRIFTCHL_UGPERL.wm;Wet;Median;;H
5;TUL7,TUL10;Lower estuarine waters;DRIFTCHL_UGPERL.wm;Annual;Median;1.1;H
5;TUL7,TUL10;Lower estuarine waters;NTU;Dry;Median;;H
5;TUL7,TUL10;Lower estuarine waters;NTU;Wet;Median;;H
5;TUL7,TUL10;Lower estuarine waters;NTU;Annual;Median;4;H
5;TUL7,TUL10;Lower estuarine waters;SECCHI_DEPTH.wm;Dry;Median;;L
5;TUL7,TUL10;Lower estuarine waters;SECCHI_DEPTH.wm;Wet;Median;;L
5;TUL7,TUL10;Lower estuarine waters;SECCHI_DEPTH.wm;Annual;Median;1.6;L
5;TUL7,TUL10;Lower estuarine waters;TSS_MGPERL.wm;Dry;Median;;H
5;TUL7,TUL10;Lower estuarine waters;TSS_MGPERL.wm;Wet;Median;;H
5;TUL7,TUL10;Lower estuarine waters;TSS_MGPERL.wm;Annual;Median;5;H
6;BUR1,BUR2;Open Coastal waters;NOx.wm;Dry;Median;;H
6;BUR1,BUR2;Open Coastal waters;NOx.wm;Wet;Median;;H
6;BUR1,BUR2;Open Coastal waters;NOx.wm;Annual;Median;0.28;H
6;BUR1,BUR2;Open Coastal waters;PN.wm;Dry;Median;16;H
6;BUR1,BUR2;Open Coastal waters;PN.wm;Wet;Median;25;H
6;BUR1,BUR2;Open Coastal waters;PN.wm;Annual;Median;12;H
6;BUR1,BUR2;Open Coastal waters;PO4.wm;Dry;Median;;H
6;BUR1,BUR2;Open Coastal waters;PO4.wm;Wet;Median;;H
6;BUR1,BUR2;Open Coastal waters;PO4.wm;Annual;Median;1;H
6;BUR1,BUR2;Open Coastal waters;PP.wm;Dry;Median;2.3;H
6;BUR1,BUR2;Open Coastal waters;PP.wm;Wet;Median;3.3;H
6;BUR1,BUR2;Open Coastal waters;PP.wm;Annual;Median;2.2;H
6;BUR1,BUR2;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;0.32;H
6;BUR1,BUR2;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;0.63;H
6;BUR1,BUR2;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;0.35;H
6;BUR1,BUR2;Open Coastal waters;NTU;Dry;Median;;H
6;BUR1,BUR2;Open Coastal waters;NTU;Wet;Median;;H
6;BUR1,BUR2;Open Coastal waters;NTU;Annual;Median;0.8;H
6;BUR1,BUR2;Open Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
6;BUR1,BUR2;Open Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
6;BUR1,BUR2;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
6;BUR1,BUR2;Open Coastal waters;TSS_MGPERL.wm;Dry;Median;1.6;H
6;BUR1,BUR2;Open Coastal waters;TSS_MGPERL.wm;Wet;Median;2.4;H
6;BUR1,BUR2;Open Coastal waters;TSS_MGPERL.wm;Annual;Median;1.2;H
7;BUR3;Open Coastal waters;NOx.wm;Dry;Median;;H
7;BUR3;Open Coastal waters;NOx.wm;Wet;Median;;H
7;BUR3;Open Coastal waters;NOx.wm;Annual;Median;0.28;H
7;BUR3;Open Coastal waters;PN.wm;Dry;Median;16;H
7;BUR3;Open Coastal waters;PN.wm;Wet;Median;25;H
7;BUR3;Open Coastal waters;PN.wm;Annual;Mean;20;H
7;BUR3;Open Coastal waters;PO4.wm;Dry;Median;;H
7;BUR3;Open Coastal waters;PO4.wm;Wet;Median;;H
7;BUR3;Open Coastal waters;PO4.wm;Annual;Median;1;H
7;BUR3;Open Coastal waters;PP.wm;Dry;Median;2.3;H
7;BUR3;Open Coastal waters;PP.wm;Wet;Median;3.3;H
7;BUR3;Open Coastal waters;PP.wm;Annual;Mean;2.8;H
7;BUR3;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;0.32;H
7;BUR3;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;0.63;H
7;BUR3;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Mean;0.45;H
7;BUR3;Open Coastal waters;NTU;Dry;Median;;H
7;BUR3;Open Coastal waters;NTU;Wet;Median;;H
7;BUR3;Open Coastal waters;NTU;Annual;Median;0.8;H
7;BUR3;Open Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
7;BUR3;Open Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
7;BUR3;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
7;BUR3;Open Coastal waters;TSS_MGPERL.wm;Dry;Median;1.6;H
7;BUR3;Open Coastal waters;TSS_MGPERL.wm;Wet;Median;2.4;H
7;BUR3;Open Coastal waters;TSS_MGPERL.wm;Annual;Mean;2;H
8;BUR4;Open Coastal waters;NOx.wm;Dry;Median;;H
8;BUR4;Open Coastal waters;NOx.wm;Wet;Median;;H
8;BUR4;Open Coastal waters;NOx.wm;Annual;Median;0.28;H
8;BUR4;Open Coastal waters;PN.wm;Dry;Median;16;H
8;BUR4;Open Coastal waters;PN.wm;Wet;Median;25;H
8;BUR4;Open Coastal waters;PN.wm;Annual;Median;17;H
8;BUR4;Open Coastal waters;PO4.wm;Dry;Median;;H
8;BUR4;Open Coastal waters;PO4.wm;Wet;Median;;H
8;BUR4;Open Coastal waters;PO4.wm;Annual;Median;1;H
8;BUR4;Open Coastal waters;PP.wm;Dry;Median;2.3;H
8;BUR4;Open Coastal waters;PP.wm;Wet;Median;3.3;H
8;BUR4;Open Coastal waters;PP.wm;Annual;Mean;2.8;H
8;BUR4;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;0.32;H
8;BUR4;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;0.63;H
8;BUR4;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;0.59;H
8;BUR4;Open Coastal waters;NTU;Dry;Median;;H
8;BUR4;Open Coastal waters;NTU;Wet;Median;;H
8;BUR4;Open Coastal waters;NTU;Annual;Median;1.3;H
8;BUR4;Open Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
8;BUR4;Open Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
8;BUR4;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Median;4;L
8;BUR4;Open Coastal waters;TSS_MGPERL.wm;Dry;Median;1.6;H
8;BUR4;Open Coastal waters;TSS_MGPERL.wm;Wet;Median;2.4;H
8;BUR4;Open Coastal waters;TSS_MGPERL.wm;Annual;Median;1.9;H
9;BUR5;Open Coastal waters;NOx.wm;Dry;Median;;H
9;BUR5;Open Coastal waters;NOx.wm;Wet;Median;;H
9;BUR5;Open Coastal waters;NOx.wm;Annual;Median;0.5;H
9;BUR5;Open Coastal waters;PN.wm;Dry;Median;16;H
9;BUR5;Open Coastal waters;PN.wm;Wet;Median;25;H
9;BUR5;Open Coastal waters;PN.wm;Annual;Mean;20;H
9;BUR5;Open Coastal waters;PO4.wm;Dry;Median;;H
9;BUR5;Open Coastal waters;PO4.wm;Wet;Median;;H
9;BUR5;Open Coastal waters;PO4.wm;Annual;Median;2;H
9;BUR5;Open Coastal waters;PP.wm;Dry;Median;2.3;H
9;BUR5;Open Coastal waters;PP.wm;Wet;Median;3.3;H
9;BUR5;Open Coastal waters;PP.wm;Annual;Mean;2.8;H
9;BUR5;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;0.32;H
9;BUR5;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;0.63;H
9;BUR5;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;0.6;H
9;BUR5;Open Coastal waters;NTU;Dry;Median;;H
9;BUR5;Open Coastal waters;NTU;Wet;Median;;H
9;BUR5;Open Coastal waters;NTU;Annual;Median;3;H
9;BUR5;Open Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
9;BUR5;Open Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
9;BUR5;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Median;3;L
9;BUR5;Open Coastal waters;TSS_MGPERL.wm;Dry;Median;1.6;H
9;BUR5;Open Coastal waters;TSS_MGPERL.wm;Wet;Median;2.4;H
9;BUR5;Open Coastal waters;TSS_MGPERL.wm;Annual;Median;5;H
10;BUR6,BUR7;Open Coastal waters;NOx.wm;Dry;Median;;H
10;BUR6,BUR7;Open Coastal waters;NOx.wm;Wet;Median;;H
10;BUR6,BUR7;Open Coastal waters;NOx.wm;Annual;Median;1;H
10;BUR6,BUR7;Open Coastal waters;PN.wm;Dry;Median;16;H
10;BUR6,BUR7;Open Coastal waters;PN.wm;Wet;Median;25;H
10;BUR6,BUR7;Open Coastal waters;PN.wm;Annual;Median;13;H
10;BUR6,BUR7;Open Coastal waters;PO4.wm;Dry;Median;;H
10;BUR6,BUR7;Open Coastal waters;PO4.wm;Wet;Median;;H
10;BUR6,BUR7;Open Coastal waters;PO4.wm;Annual;Median;2;H
10;BUR6,BUR7;Open Coastal waters;PP.wm;Dry;Median;2.3;H
10;BUR6,BUR7;Open Coastal waters;PP.wm;Wet;Median;3.3;H
10;BUR6,BUR7;Open Coastal waters;PP.wm;Annual;Median;2.1;H
10;BUR6,BUR7;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;0.32;H
10;BUR6,BUR7;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;0.63;H
10;BUR6,BUR7;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Mean;0.45;H
10;BUR6,BUR7;Open Coastal waters;NTU;Dry;Median;;H
10;BUR6,BUR7;Open Coastal waters;NTU;Wet;Median;;H
10;BUR6,BUR7;Open Coastal waters;NTU;Annual;Mean;2;H
10;BUR6,BUR7;Open Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
10;BUR6,BUR7;Open Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
10;BUR6,BUR7;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
10;BUR6,BUR7;Open Coastal waters;TSS_MGPERL.wm;Dry;Median;1.6;H
10;BUR6,BUR7;Open Coastal waters;TSS_MGPERL.wm;Wet;Median;2.4;H
10;BUR6,BUR7;Open Coastal waters;TSS_MGPERL.wm;Annual;Median;1.2;H
11;BUR8,BUR9;Enclosed Coastal waters;NOx.wm;Dry;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;NOx.wm;Wet;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;NOx.wm;Annual;Median;4;H
11;BUR8,BUR9;Enclosed Coastal waters;PN.wm;Dry;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;PN.wm;Wet;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;PN.wm;Annual;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;PO4.wm;Dry;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;PO4.wm;Wet;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;PO4.wm;Annual;Median;1;H
11;BUR8,BUR9;Enclosed Coastal waters;PP.wm;Dry;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;PP.wm;Wet;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;PP.wm;Annual;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;1;H
11;BUR8,BUR9;Enclosed Coastal waters;NTU;Dry;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;NTU;Wet;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;NTU;Annual;Median;4;H
11;BUR8,BUR9;Enclosed Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
11;BUR8,BUR9;Enclosed Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
11;BUR8,BUR9;Enclosed Coastal waters;SECCHI_DEPTH.wm;Annual;Median;1.5;L
11;BUR8,BUR9;Enclosed Coastal waters;TSS_MGPERL.wm;Dry;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;TSS_MGPERL.wm;Wet;Median;;H
11;BUR8,BUR9;Enclosed Coastal waters;TSS_MGPERL.wm;Annual;Median;2;H
12;BUR10;Midshelf waters;NOx.wm;Dry;Median;;H
12;BUR10;Midshelf waters;NOx.wm;Wet;Median;;H
12;BUR10;Midshelf waters;NOx.wm;Annual;Median;0.28;H
12;BUR10;Midshelf waters;PN.wm;Dry;Median;16;H
12;BUR10;Midshelf waters;PN.wm;Wet;Median;25;H
12;BUR10;Midshelf waters;PN.wm;Annual;Median;14;H
12;BUR10;Midshelf waters;PO4.wm;Dry;Median;;H
12;BUR10;Midshelf waters;PO4.wm;Wet;Median;;H
12;BUR10;Midshelf waters;PO4.wm;Annual;Median;1;H
12;BUR10;Midshelf waters;PP.wm;Dry;Median;2.3;H
12;BUR10;Midshelf waters;PP.wm;Wet;Median;3.3;H
12;BUR10;Midshelf waters;PP.wm;Annual;Median;2;H
12;BUR10;Midshelf waters;DRIFTCHL_UGPERL.wm;Dry;Median;0.32;H
12;BUR10;Midshelf waters;DRIFTCHL_UGPERL.wm;Wet;Median;0.63;H
12;BUR10;Midshelf waters;DRIFTCHL_UGPERL.wm;Annual;Median;0.33;H
12;BUR10;Midshelf waters;NTU;Dry;Median;;H
12;BUR10;Midshelf waters;NTU;Wet;Median;;H
12;BUR10;Midshelf waters;NTU;Annual;Median;0.5;H
12;BUR10;Midshelf waters;SECCHI_DEPTH.wm;Dry;Median;;L
12;BUR10;Midshelf waters;SECCHI_DEPTH.wm;Wet;Median;;L
12;BUR10;Midshelf waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
12;BUR10;Midshelf waters;TSS_MGPERL.wm;Dry;Median;1.6;H
12;BUR10;Midshelf waters;TSS_MGPERL.wm;Wet;Median;2.4;H
12;BUR10;Midshelf waters;TSS_MGPERL.wm;Annual;Median;0.8;H
13;BUR11,BUR12;Open Coastal waters;NOx.wm;Dry;Median;;H
13;BUR11,BUR12;Open Coastal waters;NOx.wm;Wet;Median;;H
13;BUR11,BUR12;Open Coastal waters;NOx.wm;Annual;Median;1;H
13;BUR11,BUR12;Open Coastal waters;PN.wm;Dry;Median;16;H
13;BUR11,BUR12;Open Coastal waters;PN.wm;Wet;Median;25;H
13;BUR11,BUR12;Open Coastal waters;PN.wm;Annual;Mean;20;H
13;BUR11,BUR12;Open Coastal waters;PO4.wm;Dry;Median;;H
13;BUR11,BUR12;Open Coastal waters;PO4.wm;Wet;Median;;H
13;BUR11,BUR12;Open Coastal waters;PO4.wm;Annual;Median;2;H
13;BUR11,BUR12;Open Coastal waters;PP.wm;Dry;Median;2.3;H
13;BUR11,BUR12;Open Coastal waters;PP.wm;Wet;Median;3.3;H
13;BUR11,BUR12;Open Coastal waters;PP.wm;Annual;Mean;2.8;H
13;BUR11,BUR12;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;0.32;H
13;BUR11,BUR12;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;0.63;H
13;BUR11,BUR12;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Mean;0.45;H
13;BUR11,BUR12;Open Coastal waters;NTU;Dry;Median;;H
13;BUR11,BUR12;Open Coastal waters;NTU;Wet;Median;;H
13;BUR11,BUR12;Open Coastal waters;NTU;Annual;Median;2;H
13;BUR11,BUR12;Open Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
13;BUR11,BUR12;Open Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
13;BUR11,BUR12;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
13;BUR11,BUR12;Open Coastal waters;TSS_MGPERL.wm;Dry;Median;1.6;H
13;BUR11,BUR12;Open Coastal waters;TSS_MGPERL.wm;Wet;Median;2.4;H
13;BUR11,BUR12;Open Coastal waters;TSS_MGPERL.wm;Annual;Mean;2;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;NOx.wm;Dry;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;NOx.wm;Wet;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;NOx.wm;Annual;Median;4;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;PN.wm;Dry;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;PN.wm;Wet;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;PN.wm;Annual;Mean;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;PO4.wm;Dry;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;PO4.wm;Wet;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;PO4.wm;Annual;Median;1;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;PP.wm;Dry;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;PP.wm;Wet;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;PP.wm;Annual;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;1;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;NTU;Dry;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;NTU;Wet;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;NTU;Annual;Median;4;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;SECCHI_DEPTH.wm;Annual;Median;1.5;L
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;TSS_MGPERL.wm;Dry;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;TSS_MGPERL.wm;Wet;Median;;H
14;BUR13,BUR14,BUR15;Enclosed Coastal waters;TSS_MGPERL.wm;Annual;Median;2;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;NOx.wm;Dry;Median;;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;NOx.wm;Wet;Median;;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;NOx.wm;Annual;Median;1;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;PN.wm;Dry;Median;16;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;PN.wm;Wet;Median;25;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;PN.wm;Annual;Mean;14;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;PO4.wm;Dry;Median;;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;PO4.wm;Wet;Median;;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;PO4.wm;Annual;Median;1;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;PP.wm;Dry;Median;2.3;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;PP.wm;Wet;Median;3.3;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;PP.wm;Annual;Median;2.3;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;0.32;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;0.63;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;0.36;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;NTU;Dry;Median;;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;NTU;Wet;Median;;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;NTU;Annual;Median;1.1;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;TSS_MGPERL.wm;Dry;Median;1.6;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;TSS_MGPERL.wm;Wet;Median;2.4;H
15;WHI1,WHI2,WHI3,WHI4,WHI5;Open Coastal waters;TSS_MGPERL.wm;Annual;Median;1.4;H
16;WHI6;Enclosed Coastal waters;NOx.wm;Dry;Median;;H
16;WHI6;Enclosed Coastal waters;NOx.wm;Wet;Median;;H
16;WHI6;Enclosed Coastal waters;NOx.wm;Annual;Median;4;H
16;WHI6;Enclosed Coastal waters;PN.wm;Dry;Median;;H
16;WHI6;Enclosed Coastal waters;PN.wm;Wet;Median;;H
16;WHI6;Enclosed Coastal waters;PN.wm;Annual;Mean;;H
16;WHI6;Enclosed Coastal waters;PO4.wm;Dry;Median;;H
16;WHI6;Enclosed Coastal waters;PO4.wm;Wet;Median;;H
16;WHI6;Enclosed Coastal waters;PO4.wm;Annual;Median;3;H
16;WHI6;Enclosed Coastal waters;PP.wm;Dry;Median;;H
16;WHI6;Enclosed Coastal waters;PP.wm;Wet;Median;;H
16;WHI6;Enclosed Coastal waters;PP.wm;Annual;Median;;H
16;WHI6;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;;H
16;WHI6;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;;H
16;WHI6;Enclosed Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Median;1.3;H
16;WHI6;Enclosed Coastal waters;NTU;Dry;Median;;H
16;WHI6;Enclosed Coastal waters;NTU;Wet;Median;;H
16;WHI6;Enclosed Coastal waters;NTU;Annual;Median;4;H
16;WHI6;Enclosed Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
16;WHI6;Enclosed Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
16;WHI6;Enclosed Coastal waters;SECCHI_DEPTH.wm;Annual;Median;1.6;L
16;WHI6;Enclosed Coastal waters;TSS_MGPERL.wm;Dry;Median;;H
16;WHI6;Enclosed Coastal waters;TSS_MGPERL.wm;Wet;Median;;H
16;WHI6;Enclosed Coastal waters;TSS_MGPERL.wm;Annual;Median;5;H
17;WHI7,WHI10;Open Coastal waters;NOx.wm;Dry;Median;;H
17;WHI7,WHI10;Open Coastal waters;NOx.wm;Wet;Median;;H
17;WHI7,WHI10;Open Coastal waters;NOx.wm;Annual;Median;0.25;H
17;WHI7,WHI10;Open Coastal waters;PN.wm;Dry;Median;16;H
17;WHI7,WHI10;Open Coastal waters;PN.wm;Wet;Median;25;H
17;WHI7,WHI10;Open Coastal waters;PN.wm;Annual;Median;18;H
17;WHI7,WHI10;Open Coastal waters;PO4.wm;Dry;Median;;H
17;WHI7,WHI10;Open Coastal waters;PO4.wm;Wet;Median;;H
17;WHI7,WHI10;Open Coastal waters;PO4.wm;Annual;Median;2;H
17;WHI7,WHI10;Open Coastal waters;PP.wm;Dry;Median;2.3;H
17;WHI7,WHI10;Open Coastal waters;PP.wm;Wet;Median;3.3;H
17;WHI7,WHI10;Open Coastal waters;PP.wm;Annual;Median;2.1;H
17;WHI7,WHI10;Open Coastal waters;DRIFTCHL_UGPERL.wm;Dry;Median;0.32;H
17;WHI7,WHI10;Open Coastal waters;DRIFTCHL_UGPERL.wm;Wet;Median;0.63;H
17;WHI7,WHI10;Open Coastal waters;DRIFTCHL_UGPERL.wm;Annual;Mean;0.45;H
17;WHI7,WHI10;Open Coastal waters;NTU;Dry;Median;;H
17;WHI7,WHI10;Open Coastal waters;NTU;Wet;Median;;H
17;WHI7,WHI10;Open Coastal waters;NTU;Annual;Mean;2;H
17;WHI7,WHI10;Open Coastal waters;SECCHI_DEPTH.wm;Dry;Median;;L
17;WHI7,WHI10;Open Coastal waters;SECCHI_DEPTH.wm;Wet;Median;;L
17;WHI7,WHI10;Open Coastal waters;SECCHI_DEPTH.wm;Annual;Mean;10;L
17;WHI7,WHI10;Open Coastal waters;TSS_MGPERL.wm;Dry;Median;1.6;H
17;WHI7,WHI10;Open Coastal waters;TSS_MGPERL.wm;Wet;Median;2.4;H
17;WHI7,WHI10;Open Coastal waters;TSS_MGPERL.wm;Annual;Median;1.6;H
18;WHI8,WHI11;Open Coastal waters;NOx.wm;Dry;Median;;H
18;WHI8,WHI11;Open Coastal waters;NOx.wm;Wet;Median;;H
18;WHI8,WHI11;Open Coastal waters;NOx.wm;Annual;Median;1;H
18;WHI8,WHI11;Open Coastal waters;PN.wm;Dry;Median;16;H
18;WHI8,WHI11;Open Coastal waters;PN.wm;Wet;Median;25;H
18;WHI8,WHI11;Open Coastal waters;PN.wm;Annual;Mean;20;H
18;WHI8,WHI11;Open Coastal waters;PO4.wm;Dry;Median;;H
18;WHI8,WHI11;Open Coastal waters;PO4.wm;Wet;Median;;H
18;WHI8,WHI11;Open Coastal waters;PO4.wm;Annual;Median;2;H
